ACCTID,ACCTTYPE,ACCTNAME,FIRSTNAME,SURNAME,DOB,ACCTCREATED,ACCTRISK,ADDRESS,ADDRESS_LAT,ADDRESS_LON,CATEGORY
500756,MAXI-SAVER,"Mcclure, Jason",Jason,Mcclure,1989-09-28T00:00:00,2017-06-30T00:00:00,LOW,BRISBANE,-27.50207065,152.98128665000002,CUSTOMER
500757,MAXI-SAVER,"Hall, John",John,Hall,1990-11-17T00:00:00,2016-04-01T00:00:00,LOW,BRISBANE,-27.4345473,153.0155207,CUSTOMER
500758,MAXI-SAVER,"Anderson, Crystal",Crystal,Anderson,1977-06-19T00:00:00,2019-01-31T00:00:00,LOW,BRISBANE,-27.5306341,153.0339257,CUSTOMER
500759,BUSINESS,"Hall, Dustin",Dustin,Hall,1971-11-10T00:00:00,2020-02-06T00:00:00,MEDIUM,BRISBANE,-27.4475447,153.0026581,CUSTOMER
500760,SAVINGS,"Hartman, Lauren",Lauren,Hartman,1972-07-17T00:00:00,2016-02-22T00:00:00,LOW,BRISBANE,-27.4374774,153.0612588,CUSTOMER
500761,SAVINGS,"Nguyen, Thomas",Thomas,Nguyen,1983-07-25T00:00:00,2016-10-21T00:00:00,HIGH,BRISBANE,-27.46768615,152.9789988817829,CUSTOMER
500762,BUSINESS,"Estes, David",David,Estes,1967-10-12T00:00:00,2019-06-12T00:00:00,MEDIUM,BRISBANE,-27.4324352,153.0137631,CUSTOMER
500763,MAXI-SAVER,"Ball, Jacob",Jacob,Ball,1986-10-30T00:00:00,2016-10-15T00:00:00,LOW,BRISBANE,-27.465707810029134,152.96085495968225,CUSTOMER
500764,BUSINESS,"Johnson, David",David,Johnson,1957-11-05T00:00:00,2019-11-22T00:00:00,LOW,BRISBANE,-27.53274205,152.9623731306067,CUSTOMER
500765,SAVINGS,"Scott, Sarah",Sarah,Scott,1962-05-06T00:00:00,2019-04-11T00:00:00,LOW,BRISBANE,-27.4701818,153.0862934,CUSTOMER
500766,BUSINESS,"Parker, Heidi",Heidi,Parker,1977-04-30T00:00:00,2016-11-03T00:00:00,LOW,BRISBANE,-27.5280707,153.0381359,CUSTOMER
500767,SAVINGS,"Nguyen, Stephanie",Stephanie,Nguyen,1958-10-15T00:00:00,2018-01-15T00:00:00,LOW,BRISBANE,-27.4370924,153.0150386,CUSTOMER
500768,SAVINGS,"Wallace, Elizabeth",Elizabeth,Wallace,1971-05-06T00:00:00,2015-08-01T00:00:00,LOW,BRISBANE,-27.5422112,153.0649706987772,CUSTOMER
500769,CREDIT,"Short, Courtney",Courtney,Short,1963-05-23T00:00:00,2017-11-26T00:00:00,LOW,BRISBANE,-27.4243239,152.9827206,CUSTOMER
500770,MAXI-SAVER,"Brown, Krista",Krista,Brown,1979-04-28T00:00:00,2017-08-16T00:00:00,MEDIUM,BRISBANE,-27.48967395,153.00834325,CUSTOMER
500771,SAVINGS,"Young, Jonathan",Jonathan,Young,1965-04-13T00:00:00,2015-10-18T00:00:00,LOW,BRISBANE,-27.50756935312263,153.0149766992747,CUSTOMER
500772,BUSINESS,"Stephens, Angela",Angela,Stephens,1959-06-08T00:00:00,2019-09-13T00:00:00,LOW,BRISBANE,-27.4220618,152.965736,CUSTOMER
500773,CREDIT,"Hart, Peter",Peter,Hart,1969-02-02T00:00:00,2015-01-06T00:00:00,LOW,BRISBANE,-27.5179826,153.0944516,CUSTOMER
500774,SAVINGS,"Johnson, Mark",Mark,Johnson,1967-07-10T00:00:00,2019-07-10T00:00:00,LOW,BRISBANE,-27.4032174,152.989639,CUSTOMER
500775,SAVINGS,"Hester, Brianna",Brianna,Hester,1965-01-17T00:00:00,2016-05-08T00:00:00,LOW,BRISBANE,-27.4983863,152.9558385,CUSTOMER
500776,SAVINGS,"Robinson, Michael",Michael,Robinson,1971-08-04T00:00:00,2018-08-21T00:00:00,LOW,BRISBANE,-27.449241,153.0802482,CUSTOMER
500777,SAVINGS,"Blackwell, Donald",Donald,Blackwell,1989-02-08T00:00:00,2015-10-25T00:00:00,LOW,BRISBANE,-27.54322995,153.07057067822967,CUSTOMER
500778,MAXI-SAVER,"Gutierrez, Gregory",Gregory,Gutierrez,1968-03-07T00:00:00,2017-10-12T00:00:00,LOW,BRISBANE,-27.5359529,153.0893001,CUSTOMER
500779,CREDIT,"Marshall, Gilbert",Gilbert,Marshall,1961-04-10T00:00:00,2019-10-16T00:00:00,LOW,BRISBANE,-27.4023566,153.056983,CUSTOMER
500780,BUSINESS,"Carter, Brandi",Brandi,Carter,1961-10-04T00:00:00,2018-01-02T00:00:00,LOW,BRISBANE,-27.541971150000002,152.99876232871802,CUSTOMER
500781,SAVINGS,"Cook, Joshua",Joshua,Cook,1960-05-12T00:00:00,2017-03-03T00:00:00,LOW,BRISBANE,-27.4910981,153.0661634,CUSTOMER
500782,SAVINGS,"Weaver, Veronica",Veronica,Weaver,1965-09-10T00:00:00,2015-11-30T00:00:00,LOW,BRISBANE,-27.4011994,153.0486128,CUSTOMER
500783,CREDIT,"Wilkinson, Michelle",Michelle,Wilkinson,1989-08-27T00:00:00,2015-10-05T00:00:00,LOW,BRISBANE,-27.530802350000002,153.02787782211726,CUSTOMER
500784,CREDIT,"Lewis, Ann",Ann,Lewis,1987-06-22T00:00:00,2019-12-01T00:00:00,MEDIUM,BRISBANE,-27.412950743688853,152.98164698930267,CUSTOMER
500785,SAVINGS,"Bates, Mary",Mary,Bates,1975-06-03T00:00:00,2019-10-13T00:00:00,LOW,BRISBANE,-27.46802845,153.0244874199232,CUSTOMER
500786,SAVINGS,"Campbell, Kristina",Kristina,Campbell,1977-08-29T00:00:00,2019-05-14T00:00:00,LOW,BRISBANE,-27.4377382,153.0866483,CUSTOMER
500787,MAXI-SAVER,"Mason, David",David,Mason,1958-12-06T00:00:00,2015-04-03T00:00:00,LOW,BRISBANE,-27.40937665,152.99641907730978,CUSTOMER
500788,BUSINESS,"Carter, Kevin",Kevin,Carter,1986-05-16T00:00:00,2017-08-21T00:00:00,LOW,BRISBANE,-27.4002353,152.9696464,CUSTOMER
500789,BUSINESS,"Brown, Kenneth",Kenneth,Brown,1965-05-30T00:00:00,2020-01-04T00:00:00,LOW,BRISBANE,-27.41853036872484,153.093695133501,CUSTOMER
500790,SAVINGS,"Myers, William",William,Myers,1974-11-14T00:00:00,2016-04-22T00:00:00,HIGH,BRISBANE,-27.532645199999997,153.00753831250208,CUSTOMER
500791,SAVINGS,"Miller, Ashley",Ashley,Miller,1982-03-17T00:00:00,2016-09-12T00:00:00,LOW,BRISBANE,-27.521530432147433,153.05383088821307,CUSTOMER
500792,MAXI-SAVER,"Baxter, Amy",Amy,Baxter,1980-07-15T00:00:00,2019-07-12T00:00:00,LOW,BRISBANE,-27.4447343,153.07526431771728,CUSTOMER
500793,CREDIT,"Gonzales, Cynthia",Cynthia,Gonzales,1992-05-17T00:00:00,2017-02-23T00:00:00,LOW,BRISBANE,-27.44275475,153.0175684421353,CUSTOMER
500794,SAVINGS,"Clay, Michael",Michael,Clay,1973-06-17T00:00:00,2019-01-08T00:00:00,LOW,BRISBANE,-27.420217,152.959123,CUSTOMER
500795,SAVINGS,"Gardner, Tracy",Tracy,Gardner,1966-09-28T00:00:00,2014-09-16T00:00:00,LOW,BRISBANE,-27.4486205,153.0528692,CUSTOMER
500796,BUSINESS,"Lewis, Cynthia",Cynthia,Lewis,1982-04-29T00:00:00,2017-08-04T00:00:00,LOW,BRISBANE,-27.44020125,153.02277967213945,CUSTOMER
500797,CREDIT,"Miller, Sara",Sara,Miller,1965-09-24T00:00:00,2016-07-20T00:00:00,LOW,BRISBANE,-27.45268295,153.0204208469549,CUSTOMER
500798,SAVINGS,"Anderson, James",James,Anderson,1980-02-09T00:00:00,2017-06-13T00:00:00,MEDIUM,BRISBANE,-27.4473588,153.0706538,CUSTOMER
500799,BUSINESS,"Foster, John",John,Foster,1957-12-29T00:00:00,2016-05-22T00:00:00,LOW,BRISBANE,-27.4163159,152.9986404,CUSTOMER
500800,CREDIT,"Padilla, James",James,Padilla,1958-04-20T00:00:00,2018-07-10T00:00:00,LOW,BRISBANE,-27.4783571,153.0589704,CUSTOMER
500801,BUSINESS,"Parker, Lisa",Lisa,Parker,1962-01-23T00:00:00,2018-09-06T00:00:00,LOW,BRISBANE,-27.4509126,153.0623819,CUSTOMER
500802,SAVINGS,"Taylor, Samantha",Samantha,Taylor,1979-08-17T00:00:00,2017-05-08T00:00:00,HIGH,BRISBANE,-27.500153773855587,153.02534750676006,CUSTOMER
500803,SAVINGS,"Johnson, Nicole",Nicole,Johnson,1961-04-06T00:00:00,2016-03-21T00:00:00,LOW,BRISBANE,-27.46813195,152.99402351442274,CUSTOMER
500804,BUSINESS,"Roberts, Holly",Holly,Roberts,1959-01-09T00:00:00,2019-08-14T00:00:00,LOW,BRISBANE,-27.49741805,153.01316955983583,CUSTOMER
500805,MAXI-SAVER,"Williams, Eric",Eric,Williams,1974-04-26T00:00:00,2019-05-22T00:00:00,MEDIUM,BRISBANE,-27.51107325,153.078997616463,CUSTOMER
500806,BUSINESS,"Matthews, Matthew",Matthew,Matthews,1967-03-30T00:00:00,2016-06-08T00:00:00,LOW,BRISBANE,-27.4270825,153.0104406,CUSTOMER
500807,CREDIT,"Barber, Nancy",Nancy,Barber,1980-05-04T00:00:00,2018-04-13T00:00:00,LOW,BRISBANE,-27.5124505,153.04594440925652,CUSTOMER
500808,CREDIT,"Boone, Austin",Austin,Boone,1988-10-28T00:00:00,2016-04-03T00:00:00,LOW,BRISBANE,-27.4289658,153.0278987,CUSTOMER
500809,BUSINESS,"Ferrell, Kelly",Kelly,Ferrell,1962-03-24T00:00:00,2019-02-21T00:00:00,LOW,BRISBANE,-27.4011289,153.0673324,CUSTOMER
500810,BUSINESS,"Wilson, Todd",Todd,Wilson,1972-04-25T00:00:00,2015-02-13T00:00:00,LOW,BRISBANE,-27.4869671,152.98043265664455,CUSTOMER
500811,SAVINGS,"Long, Carrie",Carrie,Long,1983-09-15T00:00:00,2014-12-14T00:00:00,LOW,BRISBANE,-27.516868200189542,153.0419752639984,CUSTOMER
500812,SAVINGS,"Adams, Stephanie",Stephanie,Adams,1983-06-16T00:00:00,2018-06-11T00:00:00,LOW,BRISBANE,-27.43681695,153.095522561143,CUSTOMER
500813,MAXI-SAVER,"Martin, Alison",Alison,Martin,1968-04-21T00:00:00,2016-08-01T00:00:00,LOW,BRISBANE,-27.5089772,153.09381101819565,CUSTOMER
500814,SAVINGS,"Anderson, Emily",Emily,Anderson,1972-12-15T00:00:00,2015-01-27T00:00:00,LOW,BRISBANE,-27.4365003,153.0764995,CUSTOMER
500815,BUSINESS,"Hughes, Jessica",Jessica,Hughes,1985-12-20T00:00:00,2018-12-29T00:00:00,LOW,BRISBANE,-27.4032976,152.9656409,CUSTOMER
500816,SAVINGS,"Gardner, Abigail",Abigail,Gardner,1957-03-31T00:00:00,2019-01-24T00:00:00,MEDIUM,BRISBANE,-27.4829196,153.0817998,CUSTOMER
500817,SAVINGS,"Willis, Charles",Charles,Willis,1986-08-24T00:00:00,2014-12-02T00:00:00,HIGH,BRISBANE,-27.4268371,153.0498261,CUSTOMER
500818,SAVINGS,"Hall, Christopher",Christopher,Hall,1973-06-01T00:00:00,2017-11-07T00:00:00,LOW,BRISBANE,-27.532645199999997,153.00753831250208,CUSTOMER
500819,SAVINGS,"Evans, Darlene",Darlene,Evans,1984-02-16T00:00:00,2019-05-28T00:00:00,LOW,BRISBANE,-27.431675369219466,153.03188926776104,CUSTOMER
500820,CREDIT,"Hayes, Brenda",Brenda,Hayes,1967-08-24T00:00:00,2017-11-24T00:00:00,LOW,BRISBANE,-27.4178479,152.9634277,CUSTOMER
500821,MAXI-SAVER,"Neal, Anne",Anne,Neal,1965-10-17T00:00:00,2014-09-19T00:00:00,LOW,BRISBANE,-27.5167965,152.9856024,CUSTOMER
500822,SAVINGS,"Neal, Paul",Paul,Neal,1958-08-01T00:00:00,2016-12-30T00:00:00,LOW,BRISBANE,-27.49741805,153.01316955983583,CUSTOMER
500823,SAVINGS,"Simmons, Rebekah",Rebekah,Simmons,1971-05-28T00:00:00,2018-08-24T00:00:00,LOW,BRISBANE,-27.405637307198724,153.09645822922195,CUSTOMER
500662,SAVINGS,"King, Elizabeth",Elizabeth,King,1978-10-13T00:00:00,2016-03-11T00:00:00,LOW,BRISBANE,-27.4168464,153.003704,CUSTOMER
500663,BUSINESS,"Wu, Ashley",Ashley,Wu,1966-01-09T00:00:00,2015-12-16T00:00:00,LOW,BRISBANE,-27.4389287,153.0733337,CUSTOMER
500664,BUSINESS,"Moran, Roger",Roger,Moran,1965-08-11T00:00:00,2015-12-26T00:00:00,LOW,BRISBANE,-27.3986179,153.0264223,CUSTOMER
500892,MAXI-SAVER,"West, Mark",Mark,West,1987-10-02T00:00:00,2015-11-16T00:00:00,LOW,BRISBANE,-27.41407135,153.06479037004152,CUSTOMER
500893,BUSINESS,"Martin, Danielle",Danielle,Martin,1959-11-26T00:00:00,2016-05-12T00:00:00,LOW,BRISBANE,-27.5146392,153.0552344,CUSTOMER
500894,MAXI-SAVER,"Beck, Bridget",Bridget,Beck,1985-09-24T00:00:00,2015-04-21T00:00:00,MEDIUM,BRISBANE,-27.4910672,153.0653456,CUSTOMER
500895,SAVINGS,"Young, Jeffrey",Jeffrey,Young,1990-11-23T00:00:00,2016-05-20T00:00:00,LOW,BRISBANE,-27.4183645,153.09946231513953,CUSTOMER
500896,SAVINGS,"Torres, Kaitlyn",Kaitlyn,Torres,1960-01-27T00:00:00,2014-09-21T00:00:00,LOW,BRISBANE,-27.4913217,152.9887193881909,CUSTOMER
500897,BUSINESS,"Ingram, Danielle",Danielle,Ingram,1962-05-19T00:00:00,2016-11-06T00:00:00,LOW,BRISBANE,-27.4014474,153.066972,CUSTOMER
500898,SAVINGS,"Stevens, Charles",Charles,Stevens,1981-08-11T00:00:00,2017-10-23T00:00:00,LOW,BRISBANE,-27.4081466,153.0191302,CUSTOMER
500899,CREDIT,"Taylor, Brian",Brian,Taylor,1990-09-15T00:00:00,2019-03-28T00:00:00,LOW,BRISBANE,-27.4947351,153.0808768,CUSTOMER
500900,MAXI-SAVER,"Donaldson, Andre",Andre,Donaldson,1977-07-28T00:00:00,2018-02-01T00:00:00,MEDIUM,BRISBANE,-27.4002628,153.0228021,CUSTOMER
500901,BUSINESS,"Strickland, Ann",Ann,Strickland,1981-07-03T00:00:00,2015-03-19T00:00:00,LOW,BRISBANE,-27.50593275,152.99622996650407,CUSTOMER
500902,MAXI-SAVER,"Roach, Sarah",Sarah,Roach,1966-07-03T00:00:00,2018-02-06T00:00:00,LOW,BRISBANE,-27.5080321,153.03771210556937,CUSTOMER
500903,SAVINGS,"Spencer, Benjamin",Benjamin,Spencer,1980-12-23T00:00:00,2017-10-07T00:00:00,MEDIUM,BRISBANE,-27.4489538,153.0009847,CUSTOMER
500904,CREDIT,"Aguirre, Thomas",Thomas,Aguirre,1987-07-24T00:00:00,2015-07-07T00:00:00,MEDIUM,BRISBANE,-27.4575171,153.0544294,CUSTOMER
500905,SAVINGS,"Robbins, Jim",Jim,Robbins,1972-10-05T00:00:00,2016-12-11T00:00:00,LOW,BRISBANE,-27.530351,152.9615102,CUSTOMER
500906,SAVINGS,"Tanner, Donald",Donald,Tanner,1991-11-20T00:00:00,2017-11-19T00:00:00,MEDIUM,BRISBANE,-27.522634865169966,153.0541385310866,CUSTOMER
500907,SAVINGS,"Travis, Michael",Michael,Travis,1984-09-04T00:00:00,2017-09-10T00:00:00,LOW,BRISBANE,-27.45268295,153.0204208469549,CUSTOMER
500908,BUSINESS,"Russell, Thomas",Thomas,Russell,1981-09-13T00:00:00,2015-04-01T00:00:00,LOW,BRISBANE,-27.5304718,153.0146073,CUSTOMER
500909,CREDIT,"Reilly, Maria",Maria,Reilly,1974-01-15T00:00:00,2016-03-13T00:00:00,LOW,BRISBANE,-27.537644093671712,153.00244662285758,CUSTOMER
500910,SAVINGS,"Flores, Carl",Carl,Flores,1979-05-01T00:00:00,2018-04-05T00:00:00,LOW,BRISBANE,-27.4218761,152.9745227,CUSTOMER
500911,MAXI-SAVER,"Walker, Haley",Haley,Walker,1971-06-23T00:00:00,2018-06-06T00:00:00,LOW,BRISBANE,-27.51099465,152.9734204794322,CUSTOMER
500912,BUSINESS,"Rodriguez, Rick",Rick,Rodriguez,1970-12-04T00:00:00,2016-04-16T00:00:00,MEDIUM,BRISBANE,-27.4706386,153.0310526,CUSTOMER
500913,BUSINESS,"Potter, Cheryl",Cheryl,Potter,1973-11-10T00:00:00,2019-04-10T00:00:00,MEDIUM,BRISBANE,-27.522201,153.072512,CUSTOMER
500914,MAXI-SAVER,"Hampton, Amber",Amber,Hampton,1967-08-18T00:00:00,2017-09-20T00:00:00,LOW,BRISBANE,-27.5361464,153.0188724,CUSTOMER
500915,SAVINGS,"Lewis, Richard",Richard,Lewis,1978-04-27T00:00:00,2017-04-06T00:00:00,LOW,BRISBANE,-27.4154247,153.0719675,CUSTOMER
500916,SAVINGS,"Day, Seth",Seth,Day,1991-08-24T00:00:00,2019-04-16T00:00:00,MEDIUM,BRISBANE,-27.44904985,153.0826706870477,CUSTOMER
500917,CREDIT,"Stevenson, Kenneth",Kenneth,Stevenson,1970-01-22T00:00:00,2015-10-11T00:00:00,LOW,BRISBANE,-27.5431519,153.1002931,CUSTOMER
500918,MAXI-SAVER,"Flores, David",David,Flores,1986-12-04T00:00:00,2017-02-18T00:00:00,LOW,BRISBANE,-27.4829677,153.0376865,CUSTOMER
500919,MAXI-SAVER,"Robertson, Lauren",Lauren,Robertson,1979-07-09T00:00:00,2019-08-24T00:00:00,MEDIUM,BRISBANE,-27.4676776,152.958785,CUSTOMER
500920,CREDIT,"Guerra, Julie",Julie,Guerra,1979-11-13T00:00:00,2018-09-26T00:00:00,LOW,BRISBANE,-27.513443000000002,152.97523767606538,CUSTOMER
500921,CREDIT,"Cooper, Andrea",Andrea,Cooper,1982-09-17T00:00:00,2014-09-30T00:00:00,MEDIUM,BRISBANE,-27.4262979,153.07611625529256,CUSTOMER
500922,SAVINGS,"Vang, Andrew",Andrew,Vang,1958-07-01T00:00:00,2017-03-23T00:00:00,MEDIUM,BRISBANE,-27.489939994410076,152.96664646600405,CUSTOMER
500923,CREDIT,"Luna, Brenda",Brenda,Luna,1982-06-06T00:00:00,2016-05-12T00:00:00,LOW,BRISBANE,-27.4283665,153.0161729,CUSTOMER
500924,MAXI-SAVER,"Smith, Troy",Troy,Smith,1973-03-24T00:00:00,2019-05-02T00:00:00,LOW,BRISBANE,-27.4187444,153.0744228,CUSTOMER
500925,SAVINGS,"Bryan, Joshua",Joshua,Bryan,1988-05-30T00:00:00,2019-08-19T00:00:00,MEDIUM,BRISBANE,-27.4493061,153.03676224999998,CUSTOMER
500926,SAVINGS,"Bowman, Ashlee",Ashlee,Bowman,1976-08-07T00:00:00,2016-08-22T00:00:00,LOW,BRISBANE,-27.413907,153.0246296,CUSTOMER
500927,SAVINGS,"Nichols, Patricia",Patricia,Nichols,1960-06-10T00:00:00,2016-06-08T00:00:00,LOW,BRISBANE,-27.4637061,153.0775681,CUSTOMER
500928,SAVINGS,"Cook, Danielle",Danielle,Cook,1971-11-23T00:00:00,2016-11-19T00:00:00,LOW,BRISBANE,-27.425930049999998,153.08820086399038,CUSTOMER
500929,SAVINGS,"Harper, Amanda",Amanda,Harper,1967-12-06T00:00:00,2015-04-09T00:00:00,LOW,BRISBANE,-27.49169805,152.9717425026932,CUSTOMER
500930,SAVINGS,"Hernandez, Matthew",Matthew,Hernandez,1971-02-17T00:00:00,2019-09-06T00:00:00,LOW,BRISBANE,-27.5157905,153.03833044672425,CUSTOMER
500539,SAVINGS,"Johnson, Kathryn",Kathryn,Johnson,1976-04-29T00:00:00,2019-03-18T00:00:00,LOW,BRISBANE,-27.4179826,153.0423904,CUSTOMER
500540,SAVINGS,"Beck, Sarah",Sarah,Beck,1978-04-30T00:00:00,2018-01-19T00:00:00,MEDIUM,BRISBANE,-27.5123016,153.0597141,CUSTOMER
500541,SAVINGS,"Finley, Chris",Chris,Finley,1969-06-26T00:00:00,2017-10-25T00:00:00,LOW,BRISBANE,-27.5176822,152.9571336,CUSTOMER
500542,SAVINGS,"Smith, David",David,Smith,1980-01-21T00:00:00,2019-12-19T00:00:00,LOW,BRISBANE,-27.4424487,153.0529731,CUSTOMER
500543,MAXI-SAVER,"Garrison, Sally",Sally,Garrison,1990-03-18T00:00:00,2017-06-14T00:00:00,LOW,BRISBANE,-27.4210896,153.0416947,CUSTOMER
500544,SAVINGS,"Chavez, Monique",Monique,Chavez,1967-11-21T00:00:00,2016-11-10T00:00:00,LOW,BRISBANE,-27.50478675,153.03393114698167,CUSTOMER
500545,BUSINESS,"Martinez, Bruce",Bruce,Martinez,1963-11-10T00:00:00,2017-05-23T00:00:00,LOW,BRISBANE,-27.5208932,152.9666262,CUSTOMER
500546,MAXI-SAVER,"Moore, Travis",Travis,Moore,1967-03-29T00:00:00,2016-03-03T00:00:00,LOW,BRISBANE,-27.4608326,153.0294714,CUSTOMER
500547,MAXI-SAVER,"Bailey, Lynn",Lynn,Bailey,1982-09-28T00:00:00,2017-09-28T00:00:00,LOW,BRISBANE,-27.489404649999997,153.0033399232659,CUSTOMER
500548,CREDIT,"Nichols, Christopher",Christopher,Nichols,1979-12-24T00:00:00,2017-02-04T00:00:00,LOW,BRISBANE,-27.4871411,153.0640315,CUSTOMER
500549,SAVINGS,"Walker, Craig",Craig,Walker,1984-04-30T00:00:00,2018-08-20T00:00:00,LOW,BRISBANE,-27.515394,153.0575052,CUSTOMER
500550,MAXI-SAVER,"Henderson, Eric",Eric,Henderson,1971-12-02T00:00:00,2017-12-17T00:00:00,LOW,BRISBANE,-27.476179,153.0542775,CUSTOMER
500551,CREDIT,"Young, Robert",Robert,Young,1978-09-16T00:00:00,2018-07-05T00:00:00,LOW,BRISBANE,-27.533617,152.9995341,CUSTOMER
500552,SAVINGS,"Cannon, Samuel",Samuel,Cannon,1980-05-27T00:00:00,2019-04-01T00:00:00,HIGH,BRISBANE,-27.5231795,153.1011509,CUSTOMER
500553,SAVINGS,"Ruiz, Brian",Brian,Ruiz,1988-12-18T00:00:00,2015-07-26T00:00:00,LOW,BRISBANE,-27.3949165,153.0019497,CUSTOMER
500554,SAVINGS,"Harris, Patricia",Patricia,Harris,1970-05-05T00:00:00,2019-09-03T00:00:00,LOW,BRISBANE,-27.510772,153.0656269,CUSTOMER
500555,SAVINGS,"King, Natasha",Natasha,King,1981-02-21T00:00:00,2016-08-07T00:00:00,LOW,BRISBANE,-27.458152,153.0687876,CUSTOMER
500556,SAVINGS,"Horton, Todd",Todd,Horton,1971-05-29T00:00:00,2018-05-17T00:00:00,LOW,BRISBANE,-27.49323785,153.0085609145936,CUSTOMER
500557,MAXI-SAVER,"Thompson, Danielle",Danielle,Thompson,1961-12-02T00:00:00,2015-12-31T00:00:00,LOW,BRISBANE,-27.4362001,153.0491042,CUSTOMER
500558,CREDIT,"Jackson, Nicholas",Nicholas,Jackson,1991-04-27T00:00:00,2015-09-14T00:00:00,LOW,BRISBANE,-27.4435244,152.9566559,CUSTOMER
500559,SAVINGS,"Brown, Ann",Ann,Brown,1990-08-21T00:00:00,2019-09-17T00:00:00,LOW,BRISBANE,-27.4208894,153.05259539827097,CUSTOMER
500560,SAVINGS,"Taylor, Jacob",Jacob,Taylor,1969-11-15T00:00:00,2018-03-01T00:00:00,HIGH,BRISBANE,-27.4473338,153.0657305,CUSTOMER
500561,MAXI-SAVER,"Nelson, Karen",Karen,Nelson,1972-03-23T00:00:00,2016-04-27T00:00:00,LOW,BRISBANE,-27.5143052,152.962437,CUSTOMER
500562,CREDIT,"Lopez, Christopher",Christopher,Lopez,1971-10-28T00:00:00,2014-09-25T00:00:00,LOW,BRISBANE,-27.4484791,153.0392231,CUSTOMER
500563,BUSINESS,"Jensen, Ronald",Ronald,Jensen,1979-01-23T00:00:00,2016-01-20T00:00:00,LOW,BRISBANE,-27.4330932,153.0061375,CUSTOMER
500564,BUSINESS,"Hoover, Jonathan",Jonathan,Hoover,1983-07-29T00:00:00,2016-04-20T00:00:00,LOW,BRISBANE,-27.46862675,153.0218754151831,CUSTOMER
500565,CREDIT,"Allison, Thomas",Thomas,Allison,1979-06-08T00:00:00,2018-12-17T00:00:00,LOW,BRISBANE,-27.4185618,153.040226,CUSTOMER
500566,SAVINGS,"Davis, Heather",Heather,Davis,1971-12-28T00:00:00,2016-10-10T00:00:00,LOW,BRISBANE,-27.4636065,153.0918585,CUSTOMER
500567,CREDIT,"Williamson, Ryan",Ryan,Williamson,1961-02-18T00:00:00,2017-02-12T00:00:00,MEDIUM,BRISBANE,-27.520206,153.0714852,CUSTOMER
500568,SAVINGS,"Porter, April",April,Porter,1959-12-31T00:00:00,2017-07-02T00:00:00,LOW,BRISBANE,-27.4520966,152.99232670094273,CUSTOMER
500569,SAVINGS,"Glover, Paul",Paul,Glover,1967-08-06T00:00:00,2014-11-27T00:00:00,LOW,BRISBANE,-27.4232003,153.0502654,CUSTOMER
500570,SAVINGS,"Webb, Cody",Cody,Webb,1958-09-14T00:00:00,2016-06-10T00:00:00,LOW,BRISBANE,-27.4125149,152.9544412,CUSTOMER
500571,CREDIT,"Blair, Michael",Michael,Blair,1987-07-09T00:00:00,2019-06-09T00:00:00,LOW,BRISBANE,-27.401003799999998,153.0600824170532,CUSTOMER
500572,SAVINGS,"Cantrell, Hector",Hector,Cantrell,1987-08-13T00:00:00,2019-11-30T00:00:00,LOW,BRISBANE,-27.4184077,153.0610674,CUSTOMER
500573,MAXI-SAVER,"Shea, Jorge",Jorge,Shea,1961-07-08T00:00:00,2016-01-04T00:00:00,LOW,BRISBANE,-27.4990893,153.0409632,CUSTOMER
500574,MAXI-SAVER,"Torres, Mary",Mary,Torres,1992-03-24T00:00:00,2015-04-19T00:00:00,LOW,BRISBANE,-27.4382875,153.032350479059,CUSTOMER
500575,CREDIT,"Richardson, Cody",Cody,Richardson,1975-02-06T00:00:00,2018-06-21T00:00:00,LOW,BRISBANE,-27.428548739467814,152.9809459954478,CUSTOMER
500576,MAXI-SAVER,"Young, Chase",Chase,Young,1978-04-29T00:00:00,2018-06-24T00:00:00,LOW,BRISBANE,-27.5124525,153.0118375,CUSTOMER
500577,BUSINESS,"Wells, Andrew",Andrew,Wells,1986-03-15T00:00:00,2016-04-02T00:00:00,LOW,BRISBANE,-27.4907327,153.0667994,CUSTOMER
500578,CREDIT,"Allen, Joseph",Joseph,Allen,1980-05-01T00:00:00,2019-10-18T00:00:00,HIGH,BRISBANE,-27.4119347,153.0840975,CUSTOMER
500579,MAXI-SAVER,"Tucker, Jonathan",Jonathan,Tucker,1986-06-27T00:00:00,2018-08-26T00:00:00,HIGH,BRISBANE,-27.431912130569387,153.0931905007305,CUSTOMER
500580,BUSINESS,"Mccoy, Sherry",Sherry,Mccoy,1980-05-24T00:00:00,2018-09-22T00:00:00,LOW,BRISBANE,-27.4175168,153.08297752522674,CUSTOMER
500581,BUSINESS,"Hall, Stephen",Stephen,Hall,1966-11-18T00:00:00,2015-01-15T00:00:00,LOW,BRISBANE,-27.394111,153.0510336,CUSTOMER
500582,BUSINESS,"Brooks, Jamie",Jamie,Brooks,1975-10-23T00:00:00,2015-09-05T00:00:00,LOW,BRISBANE,-27.5053908,153.0002711,CUSTOMER
500583,MAXI-SAVER,"Moore, Keith",Keith,Moore,1973-01-29T00:00:00,2019-03-02T00:00:00,MEDIUM,BRISBANE,-27.5240003,153.0012583,CUSTOMER
500584,MAXI-SAVER,"Martin, Richard",Richard,Martin,1985-02-26T00:00:00,2015-11-24T00:00:00,LOW,BRISBANE,-27.4477951,152.9805943,CUSTOMER
